locnumber,site,year,date,hourfromnoon,counts
23,11,1993,27,0.100,22
23,11,1993,28,-1.000,23
23,11,1993,34,1.450,34
23,11,1993,36,-0.500,16
23,11,1994,22,-0.583,42
23,11,1994,23,-0.867,58
23,11,1994,24,-0.833,56
23,11,1994,25,-0.733,53
23,11,1994,38,-0.400,27
23,11,1994,39,-0.700,33
23,11,1994,40,-0.783,44
23,11,1995,17,-1.100,90
23,11,1995,18,-0.950,84
23,11,1995,19,-1.483,49
23,11,1995,20,-1.250,62
23,11,1995,21,-1.483,26
23,11,1995,22,0.683,62
23,11,1995,23,0.167,57
23,11,1995,25,0.550,59
23,11,1996,17,-1.100,50
23,11,1996,18,0.750,59
23,11,1996,19,-0.800,58
23,11,1996,22,-1.083,51
23,11,1996,23,-0.267,48
23,11,1996,24,-0.883,45
23,11,1997,19,-1.600,41
23,11,1997,19,0.967,48
23,11,1997,20,-0.700,45
23,11,1997,21,0.833,40
23,11,1997,23,-0.483,41
23,11,1997,24,1.250,29
23,11,1997,25,-0.917,29
23,11,1997,27,-1.033,37
23,11,1998,17,0.733,60
23,11,1998,18,-1.400,51
23,11,1998,19,-0.133,48
23,11,1998,22,0.383,45
23,11,1998,23,-0.333,52
23,11,1998,25,-0.483,57
23,11,1999,17,-1.150,42
23,11,1999,18,-1.317,54
23,11,1999,19,-1.133,61
23,11,1999,23,0.083,55
23,11,1999,24,0.433,60
23,11,1999,25,-1.783,46
23,11,1999,26,-0.067,54
23,11,2000,15,-2.417,19
23,11,2000,16,-0.933,41
23,11,2000,17,-0.933,29
23,11,2000,18,0.600,42
23,11,2000,19,0.750,47
23,11,2000,20,-1.117,32
23,11,2001,21,0.850,30
23,11,2001,22,-1.383,44
23,11,2001,23,1.233,50
23,11,2001,24,-1.550,24
23,11,2001,25,-1.467,48
23,11,2002,14,1.667,80
23,11,2002,15,-0.733,49
23,11,2002,16,-0.650,49
23,11,2002,17,-0.533,47
23,11,2002,18,-1.583,44
23,11,2002,19,0.683,64
24,12,1990,28,2.717,25
24,12,1990,29,-1.067,58
24,12,1990,30,1.683,48
24,12,1990,31,-1.600,53
24,12,1990,32,-0.650,51
24,12,1990,35,-2.167,43
24,12,1990,38,1.567,6
24,12,1990,42,-0.867,56
24,12,1991,22,0.850,68
24,12,1991,24,0.133,58
24,12,1991,26,-0.883,56
24,12,1991,27,0.983,56
24,12,1991,28,-0.967,81
24,12,1991,29,0.783,42
24,12,1991,30,-1.083,47
24,12,1991,31,1.117,43
24,12,1991,32,-0.950,49
24,12,1992,27,2.183,47
24,12,1992,27,-2.550,67
24,12,1992,28,1.983,50
24,12,1992,29,-0.717,64
24,12,1992,30,0.517,63
24,12,1992,32,0.450,50
24,12,1992,34,-1.550,57
24,12,1992,35,0.967,56
24,12,1992,37,-1.217,59
24,12,1993,24,0.667,87
24,12,1993,26,-1.350,54
24,12,1993,27,0.183,59
24,12,1993,28,-1.100,71
24,12,1993,34,1.550,32
24,12,1994,22,-0.700,66
24,12,1994,23,-0.933,57
24,12,1994,24,-0.883,55
24,12,1994,25,-0.817,59
24,12,1994,38,-0.483,12
24,12,1994,39,-0.800,16
24,12,1994,40,-0.850,0
24,12,1995,17,-1.217,36
24,12,1995,18,-1.083,37
24,12,1995,19,-1.550,32
24,12,1995,20,-1.317,24
24,12,1995,21,-1.567,24
24,12,1995,22,0.800,20
24,12,1995,23,-9.767,22
24,12,1996,17,-1.150,33
24,12,1996,18,0.833,33
24,12,1996,19,-0.867,40
24,12,1996,22,-1.133,24
24,12,1996,23,-0.333,17
24,12,1996,24,-0.950,34
24,12,1997,19,1.017,34
24,12,1997,19,-1.650,41
24,12,1997,20,-0.783,29
24,12,1997,21,0.883,42
24,12,1997,23,-0.567,42
24,12,1997,24,1.300,40
24,12,1997,25,-0.983,35
24,12,1997,27,-1.083,38
24,12,1998,17,0.817,36
24,12,1998,18,-1.450,27
24,12,1998,19,-0.067,22
24,12,1998,22,0.300,36
24,12,1998,23,-0.400,42
24,12,1998,25,-0.583,32
24,12,1999,17,-1.200,29
24,12,1999,18,-1.383,35
24,12,1999,19,-1.233,30
24,12,1999,23,0.150,18
24,12,1999,24,0.500,35
24,12,1999,25,-1.850,31
24,12,1999,26,-0.117,27
24,12,2000,15,-2.500,12
24,12,2000,16,-1.000,15
24,12,2000,17,-0.983,1
24,12,2000,18,0.683,19
24,12,2000,19,0.817,13
24,12,2000,20,-1.167,14
24,12,2001,21,1.050,6
24,12,2001,22,-1.500,14
24,12,2001,24,-1.617,5
24,12,2001,25,-1.517,18
24,12,2002,14,1.750,9
24,12,2002,15,-0.800,24
24,12,2002,16,-0.733,24
24,12,2002,17,-0.633,18
24,12,2002,18,-1.650,20
24,12,2002,19,0.783,20
